case_id,account_id,free_text_note,typology_label,created_at
CASE00258,ACC001669,"Multiple cash deposits just below the NAD 25,000 threshold over 11 days.",structuring,2026-09-14 15:41:42
CASE00259,ACC002653,Login from Randyland followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:50
CASE00260,ACC003150,Account linked to 3 other accounts sharing device DEV001714.,mule_network,2026-09-14 15:41:07
CASE00261,ACC004989,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:52
CASE00262,ACC004062,"Multiple cash deposits just below the NAD 10,000 threshold over 9 days.",structuring,2026-09-14 15:41:57
CASE00263,ACC002940,Login from East Davidberg followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:45
CASE00264,ACC001055,"Customer made 8 transfers of NAD 24226 each, consistent with structuring.",structuring,2026-09-14 15:40:54
CASE00265,ACC002186,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:54
CASE00266,ACC003585,Login from Lake Daisy followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:57
CASE00267,ACC000386,Login from Bakerton followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:42:51
CASE00268,ACC004395,"Customer made 10 transfers of NAD 85568 each, consistent with structuring.",structuring,2026-09-14 15:45:08
CASE00269,ACC002647,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:53
CASE00270,ACC004183,Account linked to 2 other accounts sharing device DEV006548.,mule_network,2026-09-14 15:41:17
CASE00271,ACC003300,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:45
CASE00272,ACC004740,MFA challenged 9 times within 54 minutes from new device.,account_takeover,2026-09-14 15:45:40
CASE00273,ACC004153,Account linked to 10 other accounts sharing device DEV009959.,mule_network,2026-09-14 15:45:57
CASE00274,ACC000227,Account linked to 9 other accounts sharing device DEV000703.,mule_network,2026-09-14 15:45:08
CASE00275,ACC004419,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:55
CASE00276,ACC002935,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:04
CASE00277,ACC003021,MFA challenged 7 times within 24 minutes from new device.,account_takeover,2026-09-14 15:45:49
CASE00278,ACC002003,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:40:36
CASE00279,ACC003078,Login from Baileyville followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:25
CASE00280,ACC004684,Account linked to 6 other accounts sharing device DEV007726.,mule_network,2026-09-14 15:45:45
CASE00281,ACC000964,Login from Ashleyborough followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:29
CASE00282,ACC001129,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:16
CASE00283,ACC003543,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:19
CASE00284,ACC000248,Funds received from 10 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:23
CASE00285,ACC001178,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:24
CASE00286,ACC003616,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:50
CASE00287,ACC000179,MFA challenged 9 times within 48 minutes from new device.,account_takeover,2026-09-14 15:43:01
CASE00288,ACC002377,Login from Jefferybury followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:42:54
CASE00289,ACC000655,Login from Matthewfort followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:09
CASE00290,ACC001090,MFA challenged 9 times within 43 minutes from new device.,account_takeover,2026-09-14 15:45:04
CASE00291,ACC004749,Login from New Matthew followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:46:04
CASE00292,ACC002801,"Customer made 7 transfers of NAD 30357 each, consistent with structuring.",structuring,2026-09-14 15:42:50
CASE00293,ACC004724,Login from Josefurt followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:13
CASE00294,ACC001338,"Customer made 12 transfers of NAD 14750 each, consistent with structuring.",structuring,2026-09-14 15:43:15
CASE00295,ACC004487,"Customer made 4 transfers of NAD 55765 each, consistent with structuring.",structuring,2026-09-14 15:41:25
CASE00296,ACC001885,Funds received from 3 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:44
CASE00297,ACC002801,"Customer made 10 transfers of NAD 45272 each, consistent with structuring.",structuring,2026-09-14 15:44:50
CASE00298,ACC001973,MFA challenged 12 times within 12 minutes from new device.,account_takeover,2026-09-14 15:45:07
CASE00299,ACC002819,MFA challenged 8 times within 46 minutes from new device.,account_takeover,2026-09-14 15:44:58
CASE00300,ACC002974,Account linked to 6 other accounts sharing device DEV000324.,mule_network,2026-09-14 15:40:10
CASE00301,ACC002659,MFA challenged 4 times within 39 minutes from new device.,account_takeover,2026-09-14 15:44:01
CASE00302,ACC000838,Account linked to 8 other accounts sharing device DEV006829.,mule_network,2026-09-14 15:40:56
CASE00303,ACC002323,"Customer made 3 transfers of NAD 43667 each, consistent with structuring.",structuring,2026-09-14 15:42:50
CASE00304,ACC001235,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:11
CASE00305,ACC003259,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:43:10
CASE00306,ACC000519,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:40:56
CASE00307,ACC001323,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:43:33
CASE00308,ACC003601,Login from South Shelia followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:42
CASE00309,ACC002940,Funds received from 6 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:49
CASE00310,ACC001360,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:57
CASE00311,ACC002773,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:08
CASE00312,ACC000674,MFA challenged 8 times within 16 minutes from new device.,account_takeover,2026-09-14 15:43:35
CASE00313,ACC004635,Funds received from 5 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:27
CASE00314,ACC003244,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:05
CASE00315,ACC002887,MFA challenged 5 times within 51 minutes from new device.,account_takeover,2026-09-14 15:42:19
CASE00316,ACC003438,MFA challenged 4 times within 18 minutes from new device.,account_takeover,2026-09-14 15:45:53
CASE00317,ACC000084,"Customer made 11 transfers of NAD 10328 each, consistent with structuring.",structuring,2026-09-14 15:42:11
CASE00318,ACC002527,"Customer made 4 transfers of NAD 44022 each, consistent with structuring.",structuring,2026-09-14 15:40:27
CASE00319,ACC001413,Account linked to 9 other accounts sharing device DEV007306.,mule_network,2026-09-14 15:45:12
CASE00320,ACC002659,MFA challenged 11 times within 15 minutes from new device.,account_takeover,2026-09-14 15:44:16
CASE00321,ACC003821,MFA challenged 6 times within 8 minutes from new device.,account_takeover,2026-09-14 15:42:37
CASE00322,ACC003543,MFA challenged 10 times within 26 minutes from new device.,account_takeover,2026-09-14 15:41:09
CASE00323,ACC001040,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:40:23
CASE00324,ACC003092,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:25
CASE00325,ACC000642,Login from Rossberg followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:41
CASE00326,ACC000589,"Multiple cash deposits just below the NAD 50,000 threshold over 6 days.",structuring,2026-09-14 15:44:06
CASE00327,ACC001744,Login from Bryanberg followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:15
CASE00328,ACC002147,"Customer made 12 transfers of NAD 87216 each, consistent with structuring.",structuring,2026-09-14 15:44:53
CASE00329,ACC001553,MFA challenged 10 times within 14 minutes from new device.,account_takeover,2026-09-14 15:42:42
CASE00330,ACC004771,MFA challenged 3 times within 43 minutes from new device.,account_takeover,2026-09-14 15:44:05
CASE00331,ACC002280,"Customer made 7 transfers of NAD 41868 each, consistent with structuring.",structuring,2026-09-14 15:42:52
CASE00332,ACC001755,"Customer made 2 transfers of NAD 17848 each, consistent with structuring.",structuring,2026-09-14 15:44:23
CASE00333,ACC002887,MFA challenged 4 times within 26 minutes from new device.,account_takeover,2026-09-14 15:44:21
CASE00334,ACC001962,MFA challenged 2 times within 43 minutes from new device.,account_takeover,2026-09-14 15:44:50
CASE00335,ACC001817,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:40:50
CASE00336,ACC004183,Funds received from 5 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:17
CASE00337,ACC001001,MFA challenged 5 times within 11 minutes from new device.,account_takeover,2026-09-14 15:45:57
CASE00338,ACC003551,MFA challenged 7 times within 12 minutes from new device.,account_takeover,2026-09-14 15:45:52
CASE00339,ACC003259,MFA challenged 3 times within 30 minutes from new device.,account_takeover,2026-09-14 15:40:27
CASE00340,ACC003440,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:51
CASE00341,ACC002452,Funds received from 9 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:05
CASE00342,ACC002985,Account linked to 11 other accounts sharing device DEV005982.,mule_network,2026-09-14 15:43:05
CASE00343,ACC004465,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:40:56
CASE00344,ACC001335,Funds received from 10 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:51
CASE00345,ACC004900,Account linked to 6 other accounts sharing device DEV000533.,mule_network,2026-09-14 15:43:31
CASE00346,ACC002974,MFA challenged 6 times within 37 minutes from new device.,account_takeover,2026-09-14 15:45:35
CASE00347,ACC000991,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:53
CASE00348,ACC004315,Funds received from 2 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:08
CASE00349,ACC004893,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:35
CASE00350,ACC000248,Login from New Stevenport followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:05
CASE00351,ACC004066,Login from North Sarahville followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:03
CASE00352,ACC000393,"Customer made 5 transfers of NAD 44889 each, consistent with structuring.",structuring,2026-09-14 15:43:12
CASE00353,ACC004062,"Customer made 8 transfers of NAD 34252 each, consistent with structuring.",structuring,2026-09-14 15:40:20
CASE00354,ACC004072,Account linked to 12 other accounts sharing device DEV005016.,mule_network,2026-09-14 15:42:33
CASE00355,ACC001553,Funds received from 3 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:45
CASE00356,ACC000864,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:13
CASE00357,ACC004635,Funds received from 10 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:20
CASE00358,ACC003609,"Multiple cash deposits just below the NAD 50,000 threshold over 14 days.",structuring,2026-09-14 15:40:55
CASE00359,ACC003752,Account linked to 12 other accounts sharing device DEV001678.,mule_network,2026-09-14 15:41:25
CASE00360,ACC002974,Funds received from 6 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:58
CASE00361,ACC000763,Login from Katrinaborough followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:19
CASE00362,ACC004121,"Multiple cash deposits just below the NAD 10,000 threshold over 9 days.",structuring,2026-09-14 15:45:03
CASE00363,ACC002492,"Customer made 10 transfers of NAD 82982 each, consistent with structuring.",structuring,2026-09-14 15:41:15
CASE00364,ACC001600,MFA challenged 3 times within 12 minutes from new device.,account_takeover,2026-09-14 15:45:42
CASE00365,ACC002570,Account linked to 8 other accounts sharing device DEV002187.,mule_network,2026-09-14 15:45:28
CASE00366,ACC003601,"Customer made 3 transfers of NAD 51877 each, consistent with structuring.",structuring,2026-09-14 15:43:17
CASE00367,ACC001701,Login from Lake Brenda followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:57
CASE00368,ACC001744,Account linked to 5 other accounts sharing device DEV009892.,mule_network,2026-09-14 15:42:40
CASE00369,ACC000448,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:12
CASE00370,ACC000227,Login from Daviston followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:45
CASE00371,ACC001396,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:41:29
CASE00372,ACC000501,Login from Port Kathryn followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:06
CASE00373,ACC000065,"Customer made 4 transfers of NAD 86511 each, consistent with structuring.",structuring,2026-09-14 15:45:53
CASE00374,ACC004873,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:52
CASE00375,ACC001907,Account linked to 5 other accounts sharing device DEV009718.,mule_network,2026-09-14 15:44:23
CASE00376,ACC001001,"Multiple cash deposits just below the NAD 50,000 threshold over 4 days.",structuring,2026-09-14 15:43:40
CASE00377,ACC004439,Account linked to 4 other accounts sharing device DEV000556.,mule_network,2026-09-14 15:42:30
CASE00378,ACC004771,Account linked to 12 other accounts sharing device DEV009152.,mule_network,2026-09-14 15:42:02
CASE00379,ACC003849,"Customer made 5 transfers of NAD 85222 each, consistent with structuring.",structuring,2026-09-14 15:43:08
CASE00380,ACC003219,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:09
CASE00381,ACC003906,Login from Brentshire followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:24
CASE00382,ACC001084,Login from West Sallyburgh followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:09
CASE00383,ACC000655,"Multiple cash deposits just below the NAD 10,000 threshold over 5 days.",structuring,2026-09-14 15:44:17
CASE00384,ACC001057,Account linked to 11 other accounts sharing device DEV002379.,mule_network,2026-09-14 15:43:39
CASE00385,ACC000540,"Multiple cash deposits just below the NAD 25,000 threshold over 13 days.",structuring,2026-09-14 15:42:45
CASE00386,ACC001421,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:54
CASE00387,ACC003543,"Customer made 9 transfers of NAD 6410 each, consistent with structuring.",structuring,2026-09-14 15:40:39
CASE00388,ACC004842,Login from Martinezhaven followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:48
CASE00389,ACC001090,"Multiple cash deposits just below the NAD 25,000 threshold over 14 days.",structuring,2026-09-14 15:41:51
CASE00390,ACC000373,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:02
CASE00391,ACC002627,Login from Kingland followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:44:42
CASE00392,ACC001553,Account linked to 7 other accounts sharing device DEV008924.,mule_network,2026-09-14 15:44:04
CASE00393,ACC000106,"Multiple cash deposits just below the NAD 25,000 threshold over 3 days.",structuring,2026-09-14 15:45:05
CASE00394,ACC001280,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:44
CASE00395,ACC000550,"Multiple cash deposits just below the NAD 10,000 threshold over 10 days.",structuring,2026-09-14 15:40:46
CASE00396,ACC001538,"Customer made 8 transfers of NAD 34345 each, consistent with structuring.",structuring,2026-09-14 15:43:23
CASE00397,ACC003362,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:55
CASE00398,ACC004469,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:36
CASE00399,ACC003280,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:40:41
CASE00400,ACC000105,"Multiple cash deposits just below the NAD 50,000 threshold over 5 days.",structuring,2026-09-14 15:42:31
CASE00401,ACC000964,Account linked to 2 other accounts sharing device DEV009485.,mule_network,2026-09-14 15:40:28
CASE00402,ACC000328,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:00
CASE00403,ACC002846,"Multiple cash deposits just below the NAD 10,000 threshold over 6 days.",structuring,2026-09-14 15:40:50
CASE00404,ACC000029,"Multiple cash deposits just below the NAD 50,000 threshold over 13 days.",structuring,2026-09-14 15:42:39
CASE00405,ACC004800,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:53
CASE00406,ACC001084,"Multiple cash deposits just below the NAD 50,000 threshold over 13 days.",structuring,2026-09-14 15:43:17
CASE00407,ACC003773,Account linked to 5 other accounts sharing device DEV009011.,mule_network,2026-09-14 15:45:11
CASE00408,ACC000084,Funds received from 9 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:15
CASE00409,ACC000168,MFA challenged 9 times within 54 minutes from new device.,account_takeover,2026-09-14 15:45:10
CASE00410,ACC004242,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:03
CASE00411,ACC004209,MFA challenged 5 times within 22 minutes from new device.,account_takeover,2026-09-14 15:41:28
CASE00412,ACC003078,"Multiple cash deposits just below the NAD 50,000 threshold over 12 days.",structuring,2026-09-14 15:45:59
CASE00413,ACC000787,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:48
CASE00414,ACC001295,"Customer made 8 transfers of NAD 86477 each, consistent with structuring.",structuring,2026-09-14 15:44:29
CASE00415,ACC000501,Funds received from 5 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:53
CASE00416,ACC002586,Account linked to 9 other accounts sharing device DEV004646.,mule_network,2026-09-14 15:43:21
CASE00417,ACC000960,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:11
CASE00418,ACC000228,"Customer made 8 transfers of NAD 69691 each, consistent with structuring.",structuring,2026-09-14 15:43:43
CASE00419,ACC001988,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:01
CASE00420,ACC000565,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:59
CASE00421,ACC003493,Account linked to 5 other accounts sharing device DEV000187.,mule_network,2026-09-14 15:40:50
CASE00422,ACC000333,"Multiple cash deposits just below the NAD 10,000 threshold over 4 days.",structuring,2026-09-14 15:40:26
CASE00423,ACC004756,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:35
CASE00424,ACC000964,Account linked to 10 other accounts sharing device DEV009341.,mule_network,2026-09-14 15:40:05
CASE00425,ACC001055,Account linked to 9 other accounts sharing device DEV002406.,mule_network,2026-09-14 15:40:21
CASE00426,ACC004445,Account linked to 6 other accounts sharing device DEV005515.,mule_network,2026-09-14 15:45:36
CASE00427,ACC000486,MFA challenged 8 times within 9 minutes from new device.,account_takeover,2026-09-14 15:40:19
CASE00428,ACC000023,"Multiple cash deposits just below the NAD 10,000 threshold over 12 days.",structuring,2026-09-14 15:42:29
CASE00429,ACC003773,MFA challenged 10 times within 18 minutes from new device.,account_takeover,2026-09-14 15:40:31
CASE00430,ACC003906,Funds received from 9 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:40
CASE00431,ACC004684,"Customer made 6 transfers of NAD 89059 each, consistent with structuring.",structuring,2026-09-14 15:40:40
CASE00432,ACC000128,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:40:50
CASE00433,ACC003590,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:42:43
CASE00434,ACC001515,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:31
CASE00435,ACC004219,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:44:07
CASE00436,ACC001906,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:54
CASE00437,ACC004256,Funds received from 12 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:05
CASE00438,ACC004381,"Multiple cash deposits just below the NAD 50,000 threshold over 4 days.",structuring,2026-09-14 15:42:14
CASE00439,ACC002659,Login from Wrightton followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:42:52
CASE00440,ACC001744,Funds received from 11 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:44
CASE00441,ACC000559,"Multiple cash deposits just below the NAD 10,000 threshold over 8 days.",structuring,2026-09-14 15:41:08
CASE00442,ACC000179,Login from Martinezstad followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:23
CASE00443,ACC000763,Account linked to 11 other accounts sharing device DEV006474.,mule_network,2026-09-14 15:41:09
CASE00444,ACC000227,Account linked to 12 other accounts sharing device DEV000596.,mule_network,2026-09-14 15:45:19
CASE00445,ACC004142,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:40:52
CASE00446,ACC001697,"Multiple cash deposits just below the NAD 50,000 threshold over 7 days.",structuring,2026-09-14 15:40:35
CASE00447,ACC000029,"Customer made 2 transfers of NAD 25641 each, consistent with structuring.",structuring,2026-09-14 15:41:42
CASE00448,ACC004615,"Customer made 12 transfers of NAD 53363 each, consistent with structuring.",structuring,2026-09-14 15:45:55
CASE00449,ACC001370,MFA challenged 3 times within 27 minutes from new device.,account_takeover,2026-09-14 15:42:27
CASE00450,ACC003585,MFA challenged 11 times within 34 minutes from new device.,account_takeover,2026-09-14 15:41:36
CASE00451,ACC000373,Login from Lake Kimberly followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:21
CASE00452,ACC003321,Funds received from 11 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:42:53
CASE00453,ACC000503,Funds received from 5 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:41:26
CASE00454,ACC000465,"Customer made 2 transfers of NAD 30241 each, consistent with structuring.",structuring,2026-09-14 15:46:01
CASE00455,ACC003021,"Multiple cash deposits just below the NAD 25,000 threshold over 6 days.",structuring,2026-09-14 15:44:36
CASE00456,ACC001012,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:42:30
CASE00457,ACC000501,Account linked to 4 other accounts sharing device DEV001184.,mule_network,2026-09-14 15:41:16
CASE00458,ACC000070,"Customer made 6 transfers of NAD 90165 each, consistent with structuring.",structuring,2026-09-14 15:44:47
CASE00459,ACC004487,MFA challenged 6 times within 6 minutes from new device.,account_takeover,2026-09-14 15:42:57
CASE00460,ACC004183,"Multiple cash deposits just below the NAD 10,000 threshold over 8 days.",structuring,2026-09-14 15:44:41
CASE00461,ACC002633,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:57
CASE00462,ACC002940,Account linked to 5 other accounts sharing device DEV005748.,mule_network,2026-09-14 15:40:48
CASE00463,ACC003826,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:27
CASE00464,ACC000705,Login from Luisville followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:37
CASE00465,ACC004524,Login from Lake Tracyberg followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:10
CASE00466,ACC001057,"Customer made 11 transfers of NAD 7795 each, consistent with structuring.",structuring,2026-09-14 15:41:15
CASE00467,ACC004966,MFA challenged 8 times within 26 minutes from new device.,account_takeover,2026-09-14 15:42:13
CASE00468,ACC000179,Account linked to 12 other accounts sharing device DEV005485.,mule_network,2026-09-14 15:44:59
CASE00469,ACC004464,Login from New Lauraport followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:50
CASE00470,ACC003585,Account linked to 5 other accounts sharing device DEV000235.,mule_network,2026-09-14 15:43:36
CASE00471,ACC003351,"Customer made 7 transfers of NAD 13572 each, consistent with structuring.",structuring,2026-09-14 15:43:15
CASE00472,ACC004183,MFA challenged 11 times within 56 minutes from new device.,account_takeover,2026-09-14 15:41:14
CASE00473,ACC004296,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:45:11
CASE00474,ACC002220,Funds received from 7 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:41:04
CASE00475,ACC001375,Funds received from 4 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:42
CASE00476,ACC003023,"Customer made 10 transfers of NAD 32397 each, consistent with structuring.",structuring,2026-09-14 15:45:04
CASE00477,ACC003456,Account linked to 2 other accounts sharing device DEV002392.,mule_network,2026-09-14 15:43:25
CASE00478,ACC000931,Login from Theresafurt followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:43:09
CASE00479,ACC003256,Funds received from 10 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:42
CASE00480,ACC000324,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:36
CASE00481,ACC002819,"Customer made 5 transfers of NAD 73655 each, consistent with structuring.",structuring,2026-09-14 15:42:47
CASE00482,ACC001177,Login from New Thomas followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:41:24
CASE00483,ACC003283,MFA challenged 10 times within 47 minutes from new device.,account_takeover,2026-09-14 15:44:10
CASE00484,ACC000374,Account linked to 4 other accounts sharing device DEV000950.,mule_network,2026-09-14 15:43:39
CASE00485,ACC002978,Login from South Jonathanfurt followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:07
CASE00486,ACC001867,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:42:03
CASE00487,ACC003687,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:51
CASE00488,ACC002280,Account linked to 3 other accounts sharing device DEV003756.,mule_network,2026-09-14 15:44:04
CASE00489,ACC001443,Login from Nancyport followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:42:40
CASE00490,ACC002653,Login from South Catherinemouth followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:28
CASE00491,ACC002067,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:43:02
CASE00492,ACC004767,Account linked to 4 other accounts sharing device DEV001107.,mule_network,2026-09-14 15:45:01
CASE00493,ACC000497,"Customer made 9 transfers of NAD 66629 each, consistent with structuring.",structuring,2026-09-14 15:45:53
CASE00494,ACC002377,Funds received from 2 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:44:39
CASE00495,ACC001670,"Customer made 8 transfers of NAD 52836 each, consistent with structuring.",structuring,2026-09-14 15:43:10
CASE00496,ACC003875,MFA challenged 9 times within 26 minutes from new device.,account_takeover,2026-09-14 15:42:39
CASE00497,ACC000023,"Customer made 4 transfers of NAD 88934 each, consistent with structuring.",structuring,2026-09-14 15:40:46
CASE00498,ACC003181,Login from South Anneport followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:40:17
CASE00499,ACC002220,"Customer made 12 transfers of NAD 85281 each, consistent with structuring.",structuring,2026-09-14 15:45:23
CASE00500,ACC000157,"Customer made 12 transfers of NAD 16464 each, consistent with structuring.",structuring,2026-09-14 15:44:46
CASE00501,ACC001865,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:41:06
CASE00502,ACC001905,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:43:06
CASE00503,ACC000106,"Multiple cash deposits just below the NAD 25,000 threshold over 5 days.",structuring,2026-09-14 15:41:03
CASE00504,ACC002971,"Customer made 3 transfers of NAD 28281 each, consistent with structuring.",structuring,2026-09-14 15:43:19
CASE00505,ACC000227,Funds received from 5 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:40:56
CASE00506,ACC000029,Funds received from 10 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:43:07
CASE00507,ACC002924,Funds received from 10 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:46:04
CASE00508,ACC003222,"Multiple cash deposits just below the NAD 50,000 threshold over 8 days.",structuring,2026-09-14 15:40:39
CASE00509,ACC001117,Account linked to 12 other accounts sharing device DEV005927.,mule_network,2026-09-14 15:40:23
CASE00510,ACC000029,Login from Port Miranda followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:17
CASE00511,ACC004699,"Customer made 5 transfers of NAD 41182 each, consistent with structuring.",structuring,2026-09-14 15:40:22
CASE00512,ACC004508,Customer confirmed transaction via branch visit.,legitimate,2026-09-14 15:44:00
CASE00513,ACC001907,"Customer made 11 transfers of NAD 70196 each, consistent with structuring.",structuring,2026-09-14 15:40:15
CASE00514,ACC000248,Funds received from 5 unrelated parties and transferred out within minutes.,mule_network,2026-09-14 15:45:36
CASE00515,ACC003826,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:09
CASE00516,ACC000453,Salary deposit and routine bill payments observed.,legitimate,2026-09-14 15:45:09
CASE00517,ACC002507,Login from North Jessica followed by password reset and beneficiary change.,account_takeover,2026-09-14 15:45:38
